'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-03-15','03:07','Galvës Nedavaþiavus Vokës','Vaicekiûtis','Avarinës duobës vaþiuojamoje gatvës dalyje.','i.rinkevicius@grinda.lt','Konstantin Skaiva','3 duobës (120x60x5, 80x60x5, 40x50x5) laikinai uþtaisytos ðaltu asfaltu. Sunaudota 75kg. Informacija perduota.','','',''
2,'2017-03-15','06:22','Lvovo','Niaura','Neveikia ðviesoforas.','CEV 868662273','Konstantin Skaiva','Informacija perduota.','','',''
3,'2017-03-15','08:11','Ásrûties 4','Klizas','Atviras ðulinys kitoje gatvës pusëje prie treniruokliø.','','Konstantin Skaiva','Nenaudojamas ðulinys, pilnas ðiukðliø. Uþdengtas nauju g/b dangèiu.','','2017-03-15','09:07'
4,'2017-03-15','08:12','Sugiharos È. 4','BPC','Atviras ðulinys þalioje vejoje.','','Konstantin Skaiva','FN ðulinys. korpusas iðvalytas nuo smëlio. Ðulinys uþdengtas tuo paèiu dangèiu. dangtis korpuse laikosi tvirtai, nejuda.','','2017-03-15','08:32'
5,'2017-03-15','08:34','Dysnos 4','Vaðjevièius, LN','Bilda VV ðulinio dangtis.','VV 861611256','Konstantin Skaiva','Informacija perduota.','','',''
6,'2017-03-15','08:37','Virðuliðkiø 75','','laikinøjø kelio þenklø patikrinimas. (Áraðas 2017.03.11)','VV 861611256','Konstantin Skaiva','Darbai neatlikti. Informacija pakartotinai perduota.','','',''
7,'2017-03-15','08:45','Povilaièio A.J. 14','','Laikinøjø kelio þenklø patikrinimas (áraðas 2017.03.03)','','Konstantin Skaiva','Paruoðta asfaltavimui. Þenklo  nëra.','','2017-03-15','08:46'
8,'2017-03-15','08:49','Stulginskio A. 7','BPC','Nuo namo sienos nukrito plyta.','','Konstantin Skaiva','Sutrukinëjas viso namo fasadas. Informacijos apie namà administruojanèià ámonæ nëra.','','2017-03-15','09:18'
9,'2017-03-15','08:50','Sausio 13-tosios 7','','Laikinøjø kelio þenklø patikrinimas (áraðas 2017.03.07)','','Konstantin Skaiva','Paruoðta asfaltavimui. Tvorelë paimta.','','2017-03-15','08:51'
10,'2017-03-15','09:15','Kirtimø 11','VPK','Autoávykis. Duþenos vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Duþenos surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-15','09:39'
