'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-03-31','02:50','Minsko pl. Nuo 37 iki sankryþos su Liepkalnio g.','','Avarinës duobës vaþiuojamoje gatvës dalyje.','i.rinkevicius@grinda.lt','Konstantin Skaiva','2 duobës laikinai uþtaisytos smëlio/skaldos miðiniu. Sunaudota 0,15m3. Informacija perduota.','','',''
2,'2017-03-31','03:15','Olandø 16','VPK ','Autoávykis. Duþenos vaþiuojamoje gatvës dalyje,.','',' ','Duþenos surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-31','03:27'
3,'2017-03-31','08:19','Plaèioji 10','','Atviras ðulinys vaþiuojamoje gatvës dalyje.','VV 861611256','Konstantin Skaiva','VV ðulinys. Laikinai uþdengtas manevriniu dangèiu. pastatyta vertikali gairë. Informacija perduota.','','',''
4,'2017-03-31','08:50','Liepkalnio 200','VPK','Avarinë duobë vaþiuojamoje gatvës dalyje. ','i.rinkevicius@grinda.lt','Konstantin Skaiva','Duobë laikinai uþyaisyta smëlio/skaldos miðiniu. Sunaudota 0,2m3. Informacija perduota.','','',''
5,'2017-03-31','08:56','Vileiðio P. 29','','Laikinøjø kelio þenklø patikrinimas. Áraðas 2017.03.27d.','VV 861611256','Konstantin Skaiva','Darbai neatlikti. Informacija pakartotinai perduota.','','',''
6,'2017-03-31','09:15','Pakalnës 3','','Ávaþiavimas ið Jasinskio g. 6','LN Zabarovskis 865021570','Konstantin Skaiva','Uþsikimðusi LN kanalizacija kieme. Informacija perduota.','','',''
7,'2017-03-31','09:24','Þaliøjø eþerø 115','','Teka vavduo nuo ,,Maxima" kalno á kiemus.','','Konstantin Skaiva','Uþsikimðæs LN trapas. Pravalytas.','','2017-03-31','10:16'
8,'2017-03-31','09:25','Þaliøjø eþerø 5','','Laikinøjø kelio þenklø patikrinimas. Áraðas 2017.03.27d.','VV 861611256','Konstantin Skaiva','Darbai neatlikti. Informacija pakartotinai perduota. ','','',''
9,'2017-03-31','09:26','Paupio 46','WAZE naudotojø uþregestruotos duobës','Avarinë duobë vaþiuojamoje gatvës dalyje.','Kastunoviè 862610741','Konstantin Skaiva','Daug avariniø duobiø. Reikalingi asfalto dangos remonto darbai. Informacija perduota.','','',''
10,'2017-03-31','09:49','Olandø 55','WAZE naudotojø uþregestruotos duobës','Avarinë duobë vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Nurodytu adresø duobiø nepastebëta.','','2017-03-31','09:58'
