'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-07-29',,'Tumo-Vaiþganto 8','VPK','Kliûtis.','','Konstantin Skaiva','10.1 Paimta ir iðveþta.Plastmasinis posparnis.','','2017-07-29','21:21'
2,'2017-07-29','08:00','Paneriðkiø 5C','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-07-29','09:18'
3,'2017-07-29','08:01','Titnago 58','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-07-29','09:21'
4,'2017-07-29','08:03','Titnago 34','WAZE','Avarinë duobë vaþ dalyje','Rinkevièius','Konstantin Skaiva','4.1 Duobë laikinai uþpilta frezuotu asfaltu (0,05 m³) (70/60/8cm.);','','',''
5,'2017-07-29','08:04','Savanoriø 178','BPC','Negyvas ðuo vaþ. dalyje.','','Konstantin Skaiva','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Maiðas ðiuklëms 0,035x700x1145 raudonas "Darom" (1 VNT)','2017-07-29','08:50'
6,'2017-07-29','08:04','Skatulës g. 1','WAZE','Avarinë duobë vaþ dalyje','Leminkainen','Konstantin Skaiva','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,05 m³) (50/50/7cm.);','','',''
7,'2017-07-29','08:05','Vokieèiø 1','VPK','Autoávykis. Sualuþytas þenklas su gatviø pavadinimais.','eduardas.garbovskis@vilnius.lt','Konstantin Skaiva','5.2 Vieta po autoávykio sutvarkyta. Pastatyta tvorelë prie sulauþyto þenklo.','','',''
8,'2017-07-29','08:05','Buivydiðkiø 5','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-07-29','09:50'
9,'2017-07-29','08:06','Þirmûnø 21','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-07-29','10:19'
10,'2017-07-29','08:07','Þirmûnø 66A','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','',''
11,'2017-07-29','08:08','Stanevièiaus S. 12','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-07-29','10:35'
12,'2017-07-29','08:09','Piliakalnio 11A','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,05 m³) (70/50/7cm);','','2017-07-29','10:48'
13,'2017-07-29','08:10','Noragiðkiø 5','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta. Duobë jau buvo uþpilta frezuotu asfaltu.','','2017-07-29','11:01'
14,'2017-07-29','08:11','Didlaukio 51A','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta. Vyksta remonto darbai.','','2017-07-29','11:06'
