'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-03-23','05:10','Sausio 13-tosios 21','','Bilda ðulinio dangtis vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Bildanèio dangèio nepastebëta. Pastebëtas metalinis kampuotis. Paimtas ir iðveþtas.','','2017-03-23','05:30'
2,'2017-03-23','08:00','Galvës Nedavaþiavus Vokës ','','Gatviø apvaþiavimas. Áraðas 2017.03.15d. Atliktø remonto darbø patikrinimas.','Rinkevièius 861149924','Konstantin Skaiva','Duobës uþtaisytos ðaltu asfaltu. Informacija pakartotinai perduota.','','','09:01'
3,'2017-03-23','08:06','Paðilaièiø 14','Jacunskas','Ágriuva kieme.','LN, Zabarovskis 865021570 ir VV 861611256','Konstantin Skaiva','Nurodytoje vietoje yra LN ir FN tinklai. Pastatyta tvorelë. Informacija perduota. ','','',''
4,'2017-03-23','08:34','Vakarinis aplinkelis 200m uþ pësèiøjø tilto ','Zabarovskis','Atviras LN trapas, vaþiuojant á Gariûnø pusæ.','','Konstantin Skaiva','Nurodytu adresu atviro trapo nepastebëta.','','2017-03-23','09:20'
5,'2017-03-23','09:01','Paupio','','Bonø patikrinimas.','','Konstantin Skaiva','Bonai ðvarus, keisti nereikia.','','2017-03-23','09:49'
6,'2017-03-23','09:03','Ðiaurës','VPK','Autoávykis. Duþenos vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Duþenos surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-23','10:13'
7,'2017-03-23','09:05','Titnago 35','Policijos ekipaþas','Atviras ðulinys prie namo.','','Konstantin Skaiva','FN ðulinys. Uþdengtas tuo paèiu dangèiu.','','2017-03-23','09:27'
8,'2017-03-23','09:28','Taikos 263F','','Laikinøjø kelio þenklø patikrinimas.','','Konstantin Skaiva','Darbai atlikti. Þenklas paimtas.','','2017-03-23','09:41'
9,'2017-03-23','09:39','Algirdo 29','','Uþsikimðæs LN trapas prie odontologijos kabineto.','LN, Zabarovskis 865021570','Konstantin Skaiva','Áraðas þurnale.','','',''
10,'2017-03-23','09:42','Mileiðiðkiø sodø 1-oji 37','Ingrida','Termometras syu gyvsidabriu.','','Konstantin Skaiva','Termometras paimtas.','','2017-03-23','10:27'
