'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2018-04-12','03:50','Gedimino pr.','Garbovskis','Atidaryti gatvæ','','Konstantin Skaiva','Gatvë atidaryta','','2018-04-12','04:15'
2,'2018-04-12','08:24','Þemynos 5','Áraðas 2018.04.11','Ágriuva vaþ dalyje','LN Zabarovskis','Konstantin Skaiva','Ágriuva prie LN ðulinio. Pastatyta vertikali gairë.','','',''
3,'2018-04-12','08:25','Telðiø 15','VPK','Avarinë duobë vaþ dalyje','VV 861611256','Konstantin Skaiva','Ágriuva prie VV ðulinio. Pastatyta vertikali gairë.','','',''
4,'2018-04-12','08:26','Gelvonø 54','BPC','Ágriuva ant ðaligatvio, prie namo','raimondas.jacunskas@vilnius.lt','Konstantin Skaiva','Iðplautas ðaligatvis, tinklø nëra. Pastatyta vertikali gairë.','','',''
5,'2018-04-12','08:28','Konstitucijos pr. Prie savivaldybës','Áraðas 2018.02.06','Laikinøjø þenklø patikrinimas','','Konstantin Skaiva','Vyksta remonto darbai','','2018-04-12','10:25'
6,'2018-04-12','08:29','Vytenio 46','Áraðas 2018.01.25','Laikinøjø þenklø patikrinimas','','Konstantin Skaiva','Darbai neatlikti','','2018-04-12','11:55'
7,'2018-04-12','08:34','Tuskulënø 40','Áraðas 2017.11.14','Laikinøjø þenklø patikrinimas','','Konstantin Skaiva','Darbai neatlikti','','2018-04-12','10:40'
8,'2018-04-12','08:35','Laisvës  pr. 105','BPC','Atviras ðulinys þalioje vejoje','raimondas.jacunskas@vilnius.lt','Konstantin Skaiva','Atviras prieðgaisrinis rezervuaras. Sulauþyta skarda. Miesto tinklai.','','',''
9,'2018-04-12','09:06','Dzûkø 57','BPC','Ágriuva prie ðulinio þalioje vejoje','VV 861611256','Konstantin Skaiva','FN ðulinys. Pastatytos 2 tvorelës su STOP juosta','','',''
10,'2018-04-12','09:06','Jaunystës g.  20','Áraðas 2018.04.11','Pastatyti tvorelæ su greièio apribojimu','','Konstantin Skaiva','Tvorelë su þenklu pastatyta','','2018-04-12','11:15'
11,'2018-04-12','09:17','Apkasø 21','Savitkaitë','Pilnas smëlio LN trapas prie pësèiøjø perëjos','LN Zabarovskis','Konstantin Skaiva','12.1 Informacija perduota ','','',''
12,'2018-04-12','09:48','Geleþinio vilko 259','Palionienë','Ágriuva ant ðaligatvio','VV 861611256','Konstantin Skaiva','Ágriuva prie VV ðulinio. ','','',''
13,'2018-04-12','10:41','Ukmergës 306','tel','Ágriuva automobiliø st aikðtelëje','VV 861611256','Konstantin Skaiva','Ágriuva prie FN ðulinio. Pastatyta tvorelë.','','',''
14,'2018-04-12','12:27','Savanoriø 232','Palionienë','Atviras ðulinys vaþ dalyje','','Konstantin Skaiva','7.3 Nurodytu adresu atvirø ðuliniø nepastebëta.','','2018-04-12','12:58'
