'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2018-06-15','07:14','Vilniaus g. (Grigiðkës)','BPC','Kliûtis vaþ dalyje','','Konstantin Skaiva','10.1 Paimta ir iðveþta. ','','2018-06-15','07:51'
2,'2018-06-15','09:17','Kalno Prie autobusø þiedo','Kiril','Ið vandens kolonelës teka vanduo','VV 861611256','Konstantin Skaiva','12.1 Informacija perduota ','','',''
3,'2018-06-15','09:46','Architektø 160-162','Masionis','Sulauþytas g/b dangtis þalioje vejoje','Zabarovskis','Konstantin Skaiva','LN ðulinys. Dangtis nesilaiko. Reikia remontuoti. Informacija perduota. Apjuosta STOP juosta','','',''
4,'2018-06-15','11:10','Astikø g.  10','Tel','Paimti 60vnt suolø ir 20vnt stalø ir pristatyti nurodytu adresu','','Konstantin Skaiva','Nuveþta','','2018-06-15','14:10'
5,'2018-06-15','11:37','Narbuto Iðvaþiavimas ið þiedo','VPK','Autoávykis','','Konstantin Skaiva','5.2 Vieta po autoávykio sutvarkyta.','','2018-06-15','12:10'
6,'2018-06-15','11:46','Geleþinio vilko Uþ tunelio link Savanoriø pr','VPK','Autoávykis','','Konstantin Skaiva','5.2 Vieta po autoávykio sutvarkyta.','','2018-06-15','12:17'
7,'2018-06-15','12:25','Pilaitës pr.','BPC','Betonas vaþ dalyje','','Konstantin Skaiva','Nerasta','','2018-06-15','13:02'
8,'2018-06-15','13:42','Kauno 30','BPC','Formuojasi smegduobë vaþ dalyje','VV 861611256','Konstantin Skaiva','Prie FN ðulinio. Pastatyta gairë.','','',''
9,'2018-06-15','15:18','Fabijoniðkiø 5','Tvarkau','Patikrinti ar atlikti remonto darbai, ar nëra nesutvarkytø ágriuvø','','Konstantin Skaiva','Ágriuvø nepastebëta','','2018-06-15','16:18'
10,'2018-06-15','16:14','Parko','VPK','Neveikia ðviesoforas','CEV','Konstantin Skaiva','Informacija perduota','','',''
11,'2018-06-15','18:45','Gedimino pr.','Garbovskis','Uþtverti gatvæ','','Konstantin Skaiva','Gatvë buvo uþtverta metalinëmis tvorelëmis, vyksta vaikø bëgimas. ','','2018-06-15','19:19'
12,'2018-06-15','19:04','Kapsø 14','Tel','Pilnas FN ðulinys prie namo','VV 8616112556','Konstantin Skaiva','12.1 Informacija perduota ','','',''
13,'2018-06-15','19:46','Tûkstantmeèio þiedas','VPK','Autoávykis','','Konstantin Skaiva','5.2 Vieta po autoávykio sutvarkyta.','Absorbentas birus universalus UEDX020 (70 KG)','2018-06-15','21:06'
14,'2018-06-15','20:37','Gedimino pr.','Kardamovièius','Tvoreliø pastatymas','','Konstantin Skaiva','11.1 Tvorelës pristatytos (153vnt.)','','2018-06-15','22:07'
15,'2018-06-15','21:12','Paribio 22-23','BPC','Ágriuva vaþ dalyje','VV 861611256','Konstantin Skaiva','Prie FN ðulinio. Gairë.','','2018-06-15','22:23'
16,'2018-06-15','21:18','Gedimino pr.','Áraðas','Uþtverti gatvæ ðventei pasibaigus','','Konstantin Skaiva','Gatvë uþtverta','','2018-06-15','22:06'
