'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-08-04','00:22','Vaidilutës tarp I ir II pliaþo','BPC','Vaþ.gatvës dalyje duobë.','UAB"Lemminkaimen Lietuva"',' ','4.3  Dvi duobës laikinai uþpiltos frezuotu asfaltu (0,1 m³) ,informacija perduota.','','2017-08-04',''
2,'2017-08-04','01:11','Kalvarijø 42','VPK','Vaþ.gatvës dalyje stiklo duþenos.','',' ','Vaþ.gatvës dalyje sutvarkytos stiklo duþenos ir iðveþtos.','','2017-08-04','01:40'
3,'2017-08-04','02:08','Stadiono 5','BPC','Vaþ.gatvës dalyje atviras FN ðulinys.','VV avrinë 861611256',' ','7.2 Ðulinys vaþiuojamoje gatvës dalyje laikinai uþdengtas manevriniu dangèiu ir pastatyta vertikali gairë.','Dangtis manevrinis surink.LN ðulinëliø sav. (1 VNT)','2017-08-04','02:35'
4,'2017-08-04','05:30','Stadiono 3','Pastebëta pravaþiuojant','Vaþ.gatvës dalyje guli medþio ðaka.','UAB"Stebulë",E.Jokubauskas',' ','6.2 Medþio ðaka patraukta nuo vaþiuojamosios gatvës dalies.','','2017-08-04','05:35'
5,'2017-08-04','07:24','Geleþinio vilko','BPC','Vaþiuojamoje gatvës galyje guli automobilinë padanga.','','Laima Ðeibokienë','Nurodytu adresu padangos nerasta.','','2017-08-04','07:57'
6,'2017-08-04','09:04','Lapø','sigitas.sakalys@vilnius.lt','Smëliu uþpiltas ir uþsikimðæs LN ðulinys.','LN tarnyba r.zaborovskis@grinda.lt','Laima Ðeibokienë','Patikrinta,informacija perduota.','','2017-08-04','10:31'
7,'2017-08-04','09:04','Tauro 18','sigitas.sakalys@vilnius.lt','Tarp kelio ir ðaligatvio kyðo armatûros stulpai.','','Laima Ðeibokienë','Armatûros stulpai nupjauti.','Diskas metalo pjovimo 125x1.2x22 (1 VNT)','2017-08-04','10:15'
8,'2017-08-04','09:04','Tauro 18','Pastebëta pravaþiuojant','Pastebëta,kad nëra trapo groteliø.','','Laima Ðeibokienë','Uþdëtos naujos grotelës.','Grotelës kompozitinës 380*500 (1 VNT)','2017-08-04','10:16'
9,'2017-08-04','09:04','Antakalnio 93','sigitas.sakalys@vilnius.lt','Vaþ.gatvës dalyje dauþosi LN ðulinio dangtis.','LN tarnyba R.Zaborovskis','Laima Ðeibokienë','Laikinai uþdëta guma.Informacija perduota.','','2017-08-04','10:57'
10,'2017-08-04','09:53','Vaduvos 16','e.steponavicius@grinda.lt','Gyvenamo namo buitinëse patalpose prie konteinerio guli negyva lapë.','BGST 2736188','Laima Ðeibokienë','Informacija perduota.gyvunai@grinda.lt','','',''
11,'2017-08-04','10:48','Grigiðkës link Kauno','','Kelkraðtyje negyvas gyvûnas.','','Laima Ðeibokienë','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Maiðas ðiukðlëms 60L plast. (1 VNT), Pirðtinës vienkartinës (2 VNT)','2017-08-04','12:59'
12,'2017-08-04','10:48','Vakarinis aplinkelis ties Karoliniðkëm','','Vaþiuojant Vakariniu aplinkeliu link Lazdynø ties Karoliniðkëm guli negyvas gyvûnas.','BGST 2736188','Laima Ðeibokienë','Informacija perduota.2017.08.04.','','',''
13,'2017-08-04','11:10','Vileiðio P. 18','Pastebëta pravaþiuojant.','Pravaþiuojant pastebëti iðsilieja tepalai.','','Laima Ðeibokienë','Tepali iðvalyti panaudojant sausà absorbentà.','Absorbentas birus universalus UEDX020 (2 KG)','2017-08-04','11:20'
14,'2017-08-04','11:19','Vilniaus (Grigiðkës) 55','judita.repsiene@vilnius.lt','Ties ávaþiavimu á kiemà didelë duobë.','I. Rinkevièius,E.Jokubauskas','Laima Ðeibokienë','Patikrinta,duobë laikinai uþpilta.Informacija perduota.','','2017-08-04','12:20'
15,'2017-08-04','12:00','Jaunimo skg. 7 (Grigiðkës)','','Duobëtas ávaþiavimas á kiemà.','I.Rinkevièius,E.Jokubauskas','Laima Ðeibokienë','Patikrinta,daug nedideliø duobyèiø.Informacija perduota.','','2017-08-04','12:30'
16,'2017-08-04','12:14','Kankliø 10A,10B,12','dispeceris@chc.lt','Daug ádubø við LN ir FN ðuliniø.','LN tarnyba R.Zaborovskis,dispecerine@vv.lt','Laima Ðeibokienë','Informacija perduota.','','',''
17,'2017-08-04','12:15','Pilaitës pr.','e.steponavicius@grinda.lt','Vaþiuojant ið Pilaitës á miestà iðplova naujai iðtiestame dviraèiø take.','el.paðtas Lemminkainen Lietuva','Laima Ðeibokienë','Informacija perduota.','','',''
18,'2017-08-04','12:33','Grigiðkës','','Netoli iðvaþiavimo ið Grigiðkiø popieriaus gamyklos guli negyvas gyvûnas.','BGST 2736188','Laima Ðeibokienë','Informacija perduota.','','',''
19,'2017-08-04','13:05','Þemaitës 11','','Po namo balkonu guli negyvi paukðèiai.','BGST 2736188','Laima Ðeibokienë','Informacija perduota.','','',''
20,'2017-08-04','13:22','Geleþinio vilko 2D','','Kelkraðtyje guli negyva stirna.','BGST 2736188','Laima Ðeibokienë','Informacija perduota.','','',''
21,'2017-08-04','14:04','Þalgirio 92','VV avarinë','Poþeminiame parkinge renkasi vanduo.','LN tarnyba R.Zaborovskis','Laima Ðeibokienë','Informacija perduota.','','',''
22,'2017-08-04','14:28','Puðø 29','Ðilumos tinklø dispeèerinë','Kieme formuojasi ágriuva,ðilumos tinklai patikrino ir atsakë , ne við jø tinklø.Privati teritorija.','','Laima Ðeibokienë','Privati teritorija.','','2017-08-04',''
23,'2017-08-04','15:00','Geleþinio vilko 6A','WAZE','Duobë vaþ.dalyje.','','Laima Ðeibokienë','Vyksta gatvës remonto darbai.','','2017-08-04','15:21'
24,'2017-08-04','15:05','Vytenio 50D','WAZE','Vaþ.gatvës dalyje susiformavo ágriuva.','V.Kastunoviè,E.Jokubauskas','Laima Ðeibokienë','Informacija perduota.','','2017-08-04','15:44'
25,'2017-08-04','15:10','Elniø 21','WAZE','Duobë vaþ.dalyje.','V.Kastunoviè,E.Jokubauskas','Laima Ðeibokienë','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,1 m³) ,Informacija perduota.','','2017-08-04','15:48'
26,'2017-08-04','15:40','Kojelavièiaus A.V. 121;123','WAZE','Duobës vaþ.dalyje.','','Laima Ðeibokienë','Vyksta gatvës remonto darbai.','','2017-08-04','16:57'
27,'2017-08-04','15:45','Kolektyvo 99','WAZE','Duobë vaþ.dalyje.','','Laima Ðeibokienë','Duobë uþasfaltuota.','','2017-08-04','16:08'
28,'2017-08-04','15:50','Kojelavièiaus A.V. 294','WAZE','Duobë vaþ.dalyje.','VV avarinë 861611256','Laima Ðeibokienë','Darbas nepadarytas.Stovi 2 vertikalios gairës (nuo 2017.07.30).VV ruoðiasi tvarkyti.','','2017-08-04','16:46'
29,'2017-08-04','16:00','L. Giros 100A','WAZE','Duobë vaþ.dalyje.','UAB"Lemminkainen Lietuva"','Laima Ðeibokienë','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,1 m³).Informacija perduota.','','2017-08-04','16:14'
30,'2017-08-04','16:00','Narutavièiaus 2A','WAZE','Ágriuva prie FN ðulinio.','VV avarinë 861611256','Laima Ðeibokienë','Informacija perduota.Pastatyta vertikali gairë.','','2017-08-04','16:29'
31,'2017-08-04','16:10','Gabijos 81','WAZE','Duobë vaþ.dalyje.','','Laima Ðeibokienë','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-08-04','16:29'
32,'2017-08-04','16:20','Þemynos 23','WAZE','Duobë vaþ.dalyje.','','Laima Ðeibokienë','Vyksta asfaltavimo darbai.','','2017-08-04','16:34'
