'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-03-07','00:10','Liepkalnio 70','BPC','Atviras ðulinys vaþiuojamoje gatvës dalyje.','VV 861611256','Konstantin Skaiva','VV ðulinys. Uþdengtas tuo paèiu dangèiu. Juda korpusas. Pastatyta vertikali gairë. Informacija perduota.','','',''
2,'2017-03-07','04:45','Sugiharos È. 7','VPK','Buitinës ðiukðlës vaþiuojamoje gatvës dalyje.','',' ','Ðiukðlës surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-07','05:05'
3,'2017-03-07','07:06','Savanoriø 40','','Ágriuvæs ðulinys kieme. Link 36 namo.','VV 861611256','Konstantin Skaiva','Áraðas 2017.03.06d. Ágriuvæs FN ðulinys kieme. Pastatyta vertikali gairë. Informacija pakartotinai perduota.','','',''
4,'2017-03-07','07:26','Galvës Nuvaþiavimas á Savanoriø pr.','','Paimti sulauþytà tvorelæ.','','Konstantin Skaiva','Tvorelë paimta ir iðveþta.','','2017-03-07','08:57'
5,'2017-03-07','07:30','Ðilo','','Avainës duobës vaþiuojamoje gatvës dalyje.','danguole.baltrusaitiene@vilnius.lt','Konstantin Skaiva','2 avarinës duobës laikinai uþtaisytos ðaltu asfaltu. Sunaudota 50kg. Informacija perduota.','','',''
6,'2017-03-07','07:40','Dzûkø 18','','Avarinë duobë vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Pastebëta iðpjova prie dujotiekio ðulinio. Iðpjova uþpilta skalda, paruoðta asfaltavimui. Avariniø duobiø nepastebëta.','','2017-03-07','11:10'
7,'2017-03-07','08:30','Musninkø 2','Sadauskas','ágriuva prie ðulinio, prie 1-os laiptinës. ','VV 861611256','Konstantin Skaiva','Ágriuvusios plytelës prie FN ðulinio. Informacija perduota.','','',''
8,'2017-03-07','08:31','Musninkø 6','Sadauskas','Ágriuvos prie ðuliniø kieme.','VV 861611256, LN Zabarovskis 865021570','Konstantin Skaiva','Ágriuva prie FN ðulinio, prie 1-os laiptinës. Ágriuva prie LN ðulinio, prie 2-os laiptinës. Informacija perduota.','','',''
9,'2017-03-07','08:32','Musninkø 8','Sadauskas','Avarinis ðulinys kieme.','raimondas.jacunskas@vilnius.lt','Konstantin Skaiva','Prasëdæs senas afaltas kieme, reikaligi kiemo dangos remonto darbai. Ðuliniai tvarkingi. Informacija perduota.','','',''
10,'2017-03-07','08:33','Musninkø 12','Sadauskas','Ágriuvos kieme.','raimondas.jacunskas@vilnius.lt','Konstantin Skaiva','VIsi ðuliniai tvrakingi. Daug duobiø kieme, reikalingi remonto darbai. Informacija perduota.','','',''
