'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-05-07','07:05','Justiniðkiø sankr. nuo Pðilaièiø link Virðuliðkiø ','BPC ','2-oje eismo juostoje prie ðulinio duobë','Áraðas PNTE tarnybai R. Zaborovskiui','Vytautas Andruðkevièius','Vertikalios gairës. Ágriuva formuojasi prie LN ðulinio. Pastatyta vertikali gairë. Info perduota  ','','2017-05-07','07:50'
2,'2017-05-07','08:55','Geleþinio vilko 3','Ið Waze ataskaitø','Vaþ dalyje antrije juistoje prie ðulinio duobë ','Áraðas PNTEtarnybai R. Zaborovskiui','Vytautas Andruðkevièius','Kiti darbai. Prie LN ðulinio formuojasi ágriuva. Þenklø pastatyti negalima - viduryje 2-os eismo juostos. Info perd. ','','2017-05-07','09:05'
3,'2017-05-07','09:10','Lukiðkiø 1','Ið waze ataskaitø','Duobë vaþ. dalyje','','Vytautas Andruðkevièius','Duobës. Avarinë duobë (0,3x0,2x0,06) uþtaisyta smëlio skaldos miðiniu. Sunaudota po 0,0018m3','','2017-05-07','09:15'
4,'2017-05-07','09:20','Kareiviø 2F','Ið waze ataskaitø','Duobës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. Nurodytoje vietoje duobiø nëra.','','2017-05-07','09:00'
5,'2017-05-07','09:35','Karaèiûnø  10','Ið waze ataskaitø','Duobë vaþ. dalyje','Áraðas UAB "Lemminkainen"','Vytautas Andruðkevièius','Duobës. Avarinë duobë (0,7x0,8x0,08) uþtaisyta skaldos -smëlio miðiniu. Sunaudota po 0,0225m3','','2017-05-07','09:45'
6,'2017-05-07','09:45','Karaèiûnø sankr.','ið waze ataskaitø','Duobës vaþ. dalyje','áraðas UAB "Lemminkainen"','Vytautas Andruðkevièius','Duobës. Avarinë duobë uþtaisyta Skaldos - smëlio miðiniu. Sunaudota po 0,0014m3','','2017-05-07','09:55'
7,'2017-05-07','10:05','Kairënø sankr.','Ið waze ataskaitø','Duobës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. Duobiø nëra - uþasfaltuota.','','2017-05-07','10:08'
8,'2017-05-07','10:12','Paribio 19','Áraðas2017.05.03','Patikrinti ar vykdomi darbai ','','Vytautas Andruðkevièius','Kiti darbai. Darbai nepradëti, gairë vietoje.','','2017-05-07','10:14'
9,'2017-05-07','10:15','Paribio 47','Pastebëta vaþiuojant','Kuro dëmës vaþ. dalyje','','Vytautas Andruðkevièius','Absorbentai. Sunaudojus 2ltr.skysto sorbento kuras neutralizuotas.','','2017-05-07','10:22'
10,'2017-05-07','10:35','Mileiðiðkiø sankr.','Ið waze ataskaitø','Duobës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. nurodytoje vietoje duobiø nëra. ','','2017-05-07','10:40'
11,'2017-05-07','10:38','Minties 48','Áraðas 2017.04.05','Patikrinti ar atlikti darbai','','Vytautas Andruðkevièius','Kiti darbai. Darbai baigiami . Tvorelæ paëmëme.','','2017-05-07','10:40'
12,'2017-05-07','10:45','Minties 50','Pastebëta vaþiuojant','Iðsiliejusio kuro dëmë vaþ. dalyje','','Vytautas Andruðkevièius','Absorbentai. Sunaudojus 5ltr. skysto sorbento kuras neutralizuotas.','','2017-05-07','10:50'
13,'2017-05-07','10:47','Antakalnio 55','Ið waze ataskaitø','Duobës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. Duobiø nëra','','2017-05-07','10:50'
14,'2017-05-07','10:55','Antakalnio 35','Ið waze ataskaitø','Duobës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. Duobiø nëra','','2017-05-07','10:58'
15,'2017-05-07','11:02','Antakalnio 10','Ið waze ataskaitø','Duobës vaþ .dalyje','','Vytautas Andruðkevièius','Kiti darbai. Duobiø nëra','','2017-05-07','11:05'
16,'2017-05-07','13:50','Laisvës  pr. iðvaþ. á Narbuto g. nuo Povilaièio g.','Ið waze ataskaitø','Duobës vaþ. dalyje','Áraðas UAB "Lemminkainen"','Vytautas Andruðkevièius','Kiti darbai. Avariniø duobiø nëra, labai iðtrupëjæs asfaltas','','2017-05-07','13:55'
17,'2017-05-07','14:05','Ðeðkinës sankr.','Ið waze ataskaitø','Duobës vaþ.dalyje','Áraðas UAB "Lemmenkainen''','Vytautas Andruðkevièius','Kiti darbai. Avariniø duobiø nëra - iðtrupëjæs asfaltas.','','2017-05-07','14:08'
18,'2017-05-07','14:10','Pilaitës pr. ties Stalupënø g. 8','Ið waze ataskaitø','Duobës vaþ. dalyje','Áraðas UAB " Lemminkainen"','Vytautas Andruðkevièius','Duobës. Avarinë duobë ( 0,2x0,3x0,1) uþtaisyta smëlio - skaldos miðiniu. Sunaudota po 0,003m3','','2017-05-07','14:15'
19,'2017-05-07','14:27','Lûþiø ties Taikos g.227','Ið waze ataskaitø','Duobës vaþ. dalyje','Áraðas UAB " Lemminkainen"','Vytautas Andruðkevièius','Duobës. Avarinë duobë (0,5x0,2x0,1)uþtaisyta skaldos - smëlio miðiniu. Sunaudota po 0,0005m3','','2017-05-07','14:32'
20,'2017-05-07','14:28','Þaliøjø eþerø link Popieriaus g.1','Ið waze ataskaitø ','Duobës vaþ. dalyje','Áraðas UAB "Lemmenkainen''','Vytautas Andruðkevièius','Duobës. Avarinë duobë ( 1,0x0,3x0,08) asfaltuotame ðaligatvyje uþtaisyta skaldos smëlio miðiniu. sunaudota po 0,012m3.','','2017-05-07','14:35'
21,'2017-05-07','14:40','Þaliøjø eþerø ties Balsiø g. 10','Ið waze ataskaitø','Duobës vaþ.  dalyje','Áraðas UAB "Lemmenkainen"','Vytautas Andruðkevièius','Duobës. Avarinë duobë (0,9x0,7x0,15) uþtaisyta skaldos- smëlio miðiniu. Sunaudota po 0,048m3.','','2017-05-07','14:50'
22,'2017-05-07','14:47','Goðtauto ties Lukiðkiø g. 6 ','Ið waze ataskaitø','Duobës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. Duobiø nëra.','','2017-05-07','14:48'
23,'2017-05-07','15:00','Verkiø uþ Verkiø malûno link Þirmûnø','Ið waze ataskaitø ','Duobës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. Nurodytoje vietoje ir jos prieigose duobiø nëra.','','2017-05-07','15:02'
24,'2017-05-07','15:05','Sandëliø 32','Áraðas 2017.04.24','Patikrinti pastatytus bonus Vokës upëje','','Vytautas Andruðkevièius','Kiti darbai. Vandenyje dar plaukioja naftos produktø dëmës, esami bonai pakankamai ðvarûs. palikta stebëti.','','2017-05-07','15:40'
25,'2017-05-07','15:08','Savanoriø ant viaduko virð Kirtimø g. link Þ. Paneriø','BPC','Vaþ.  dalyje 2-oje eismo juostoje duobë','Áraðas UAB "Grinda"','Vytautas Andruðkevièius','Duobës. Avarinë duobë (0,3x0,3x0,08) uþtaisyta skaldos - smëlio miðiniu. Sunaudota po 0,0036m3','','2017-05-07','16:05'
26,'2017-05-07','15:10','Verkiø ties Þirmûnø g.131','Ið waze ataskaitø','Duobës vaþ. dalyje','Áraðas UAB "Lemmenkainen"','Vytautas Andruðkevièius','Duobës. Avarinë duobë (0,6x0,5x0,120 uþtaisyta skaldos - smëlio miðiniu. Sunaudota po 0,018m3 ','','2017-05-07','15:15'
27,'2017-05-07','15:17','Verkiø 47','Ið waze ataskaitø','Duobës vaþ .dalyje','','Vytautas Andruðkevièius','Kiti darbai. Duobiø nëra.','','2017-05-07','17:20'
28,'2017-05-07','15:35','Þirmûnø 2 þiedinëje sankryþoje','Ið waze ataskaitø','Duobës vaþ dalyje','','Vytautas Andruðkevièius','Kiti darbai. Avariniø duobiø nëra.','','2017-05-07','15:40'
29,'2017-05-07','15:45','Apkasø sankr.','Ið waze ataskaitø','Duobës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. Avariniø duobiø nëra - iðtrupëjæs asfaltas.','','2017-05-07','15:48'
30,'2017-05-07','16:10','Raèiø 16','Pastebëta vaþiuojant','Vaþ. dalyje kuro dëmës','','Vytautas Andruðkevièius','Absorbentai. Sunaudojus3ltr. skysto sorbento kuras neutralizuotas','','2017-05-07','16:30'
31,'2017-05-07','18:55','Juodasis kelias 62','Ið Waze ataskaitø','Duobës vaþ. dalyje','Áraðas UAB "Grinda"','Vytautas Andruðkevièius','Duobës. Avarinë duobë (0,7x0,4x0,1) uþtaisyta skaldos - smëlio miðiniu. Sunaudota po 0,014m3','','2017-05-07','19:05'
32,'2017-05-07','19:10','Sukilëliø 9','Ið waze ataskaitø','Duopbës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. Duobiø nëra - uþasfaltuotos.','','2017-05-07','19:13'
33,'2017-05-07','19:18','Olandø 51','Ið waze ataskaitø','Duobës vaþ. dalyje','','Vytautas Andruðkevièius','Kiti darbai. Duobiø nëra  - uþasfaltuota','','2017-05-07','19:20'
34,'2017-05-07','19:25','Graièiûno 8','Greta','Vaþ. dalyje nesaugus ðulinys eismui','VV disp. Lukoðiûnienei tel. 861611256','Vytautas Andruðkevièius','Vertikalios gairës. VV ðulinio dangtis juda korpuse. Pastatyta vertikali gairë. Info perduota','','2017-05-07','20:15'
35,'2017-05-07','20:05','Nemenèinës pl. link Nemenèinës apie 400m neprivaþiavus PC "Norfa"','BPC','Duobë vaþ. dalyje','Áraðas UAB "Lemminkainen"','Vytautas Andruðkevièius','Duobës. Avarinë duobë (2,0x0,6x15) uþtaisyta skaldos smëlio miðiniu. Sunaudota po 0,09m3','','2017-05-07','20:45'
