'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-03-26','05:10','Geleþinkelio 14','VPK','Autoávykis. Duþenos vaþiuojamoje gatðvës dalyje.','','Konstantin Skaiva','Duþenos surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-26','05:32'
2,'2017-03-26','08:05','Vaduvos 10','BPC','Bilda ðulinio dangtis vaþiuojamoje gatvës dalyje.\x0d\x0a','','Konstantin Skaiva','FN ðulinio korpusas iðvalytas nuo smëlio. Ðulinys uþdengtas tuo paèiu dangèiu. Dangtis korpuse laikosi tvirtai, nejuda.','','2017-03-26','08:27'
3,'2017-03-26','08:20','Druskio V. 11','','Suþeistas ðuo prie namo.','','Konstantin Skaiva','prisiartinus, ðuo pabëgo.','','2017-03-26','08:45'
4,'2017-03-26','08:27','Ðilo','VPK','Neveikia ðviesoforas.','CEV 868662273','Konstantin Skaiva','Informacija perduota.','','',''
5,'2017-03-26','08:52','Þemynos 41','','Kliûtis vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','2 lengvojo automobilio padangos paimtos ir iðveþtos.','','',''
6,'2017-03-26','08:55','Þirmûnø 127','Jovita','Atviras ðulinys þalioje vejoje.','','Konstantin Skaiva','FN ðulinys. Uþdengtas tuo paèiu dangèiu.','','2017-03-26','09:57'
7,'2017-03-26','09:15','Liepkalnio St. ,,Miðko parkas"','BPC','Avarinë duobë vaþiuojamoje gatvës dalyje.','i.rinkevicius@gmail.com','Konstantin Skaiva','Duobë laikinai uþpilta smëlio skaldos miðiniu. Sunaudota 0,1m3 smëlio ir 0,1m3. skaldos. Informacija perduota.','','',''
8,'2017-03-26','09:57','Liepkalnio 200F','','Avarinë duobë vaþiuojamoje gatvës dalyje.','i.rinkevicius@grinda.lt','Konstantin Skaiva','Duobë laikinai uþtaisyta smëlio/skaldos miðiniu. Sunaudota 0,1m3 smëlio ir 0,1m3 skaldos. Stovi vertikali gairë. Informacija perduota.','','',''
9,'2017-03-26','10:27','Subaèiaus 106','','Pilnas FN ðulinys.','VV 861611256','Konstantin Skaiva','Informacija perduota.','','',''
10,'2017-03-26','11:20','Ðlamuèiø 30','Jurgita','Termometras su gyvsidabriu.','','Konstantin Skaiva','Termometras paimtas.','','2017-03-26','12:01'
11,'2017-03-26','12:00','Karklø 24','Policijos ekipaþas','Statybinës ðiukðlës vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Ðiukðlës surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-26','12:19'
12,'2017-03-26','12:05','Grybo V. 5','','Kliûtis vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Lentø nuolauþos surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-26','12:36'
13,'2017-03-26','12:10','Minties 7','VPK','Autoávykis. Duþenos vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Duþenos surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-26','12:48'
14,'2017-03-26','12:20','Þalgirio 121','','Vaþiuojamoje gatvës dalyje pastebëtos stiklo duþenos.','','Konstantin Skaiva','Duþenos surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-26','13:00'
15,'2017-03-26','13:40','Treniotos 41','','Metalinis bakas vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Galinis duslintuvo bakelis paimtas ir iðveþtas.','','2017-03-26','14:12'
16,'2017-03-26','14:00','Vydûno','VPK','Numuðtas laikinasis kelio þenklas vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Vertikali gairë pastatyta á vietà.','','2017-03-26','14:26'
17,'2017-03-26','14:15','Kriviø 35','','Atviras ðulinys þalioje vejoje.','','Konstantin Skaiva','Nurodytu adresu atviro ðulinio nepastebëta.','','2017-03-26','14:55'
18,'2017-03-26','14:49','Gerovës 43','','Tepalai kieme.','','Konstantin Skaiva','tepalai iðvalyti. Sunaudota 5kg sauso sorbento.','','2017-03-26','15:18'
19,'2017-03-26','15:00','Narutavièiaus','Policijos ekipaþas','Numuðtas kelio þenklas vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Vertikali gairë pastatyta á vietà.','','2017-03-26','15:34'
20,'2017-03-26','15:59','Smalinës 17','','Pilnas FN ðulinys prie namo.','VV 8616111256','Konstantin Skaiva','Informacija perduota.','','',''
21,'2017-03-26','16:15','Vaivos 2','','Ið vandens kolonelës pastoviai teka vanduo.','VV 861611256','Konstantin Skaiva','Informacija perduota.','','2017-03-26','16:16'
22,'2017-03-26','17:30','Architektø 87','BPC','Atviras ðulinys þalioje vejoje.','','Konstantin Skaiva','FN ðulinys. Uþdengtas tuo paèiu dangèiu.','','2017-03-26','15:51'
23,'2017-03-26','17:35','Taikos 255','','Atviras ðulinys kieme.','','Konstantin Skaiva','Nurodytu adresu atvirø ðuliniø nepastebëta.','','2017-03-26','18:11'
24,'2017-03-26','18:10','Pajautos 1-5','','Termometras su gyvsidabriu.','','Konstantin Skaiva','Termometras paimtas.','','2017-03-26','18:36'
25,'2017-03-26','18:10','Virðuliðkiø 63','','Vaþiuojamoje gatvës dalyje pastebëtos plastmasinës nuolauþos.','','Konstantin Skaiva','Nuolauþos surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-26','18:22'
26,'2017-03-26','18:20','Sëliø 24','VPK','Nulenktas kelio þenklas.','','Konstantin Skaiva','Þenklas iðtiesintas.','','2017-03-26','18:45'
27,'2017-03-26','18:54','Klinikø 15','Antonina','Pilnas FN ðulinys.','VV 861611256','Konstantin Skaiva','Informacija perduota.','','',''
28,'2017-03-26','20:20','Metalo','VPK','Autoávykis. Duþenos vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Duþenos surinktos ir iðveþtos. Gatvë iðvalyta.','','2017-03-26','20:43'
29,'2017-03-26','20:25','Salininkø 137','Policijos ekipaþas','Numuðtas laikinasis kelio þenklas vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Tvorelë pastatyta á vietà.','','2017-03-26','20:54'
30,'2017-03-26','20:27','Naujininkø 14','','Atviras ðulinys kieme.','','Konstantin Skaiva','LN trapas. Uþdengtas tomis paèiomis grotelëmis.','','2017-03-26','21:16'
31,'2017-03-26','21:09','Filaretø 48','','Kliûtis vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Variklio apsauga paimta ir iðveþta.','','2017-03-26','21:36'
32,'2017-03-26','21:50','Þaliøjø eþerø 5','Baltruðaitienë','Smegduobë kieme, automobiliø stovëjimo aikðtelëje.','VV 861611256','Konstantin Skaiva','Ágriuva prie FN ðulinio. Pastatyta tvorelë. Informacija perduota.','','',''
33,'2017-03-26','21:51','Didlaukio 49B','Baltruðaitienë','Sulauþytas g/ b dangtis þalioje vejoje.','','Konstantin Skaiva','LN ðulinys. Uþdengtas nauju g/b dangèiu.','','2017-03-26','22:37'
34,'2017-03-26','21:52','Antakalnio 66','Baltruðaitienë','Ágriuvæs ðulinys kieme.','danguole.baltrusaitiene@vilnius.lt','Konstantin Skaiva','Ágriuva pre LN ðulinio. Ðulinys pirmas nuo namo. Remonto darbus turi atlikti namo administratorius. Informacija perduota. Administratoriaus nustatyti nepavvyko.','','',''
35,'2017-03-26','22:03','Þaliøjø eþerø 136','VPK','Negyvas ðuo vaþiuojamoje gatvës dalyje. Autoávykis.','','Konstantin Skaiva','Ðuo paimta nuveþti á BGKT.','','2017-03-26','22:53'
