'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-10-19','00:53','Ðiaurës 42','Aplinkosauga','Stirna vaþ.dalyje.','','Rita Zarauskienë','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Pirðtinës vienkartinës (2 VNT)','2017-10-19','02:30'
2,'2017-10-19','04:00','Gedimino pr. aikðtë','Budinèio ekipaþo apvaþiavimas.','Betoniniø gëliniø ir suolø apribojanèiø transporto eismà pastatymas ant ðaligatvio.','','Rita Zarauskienë','Betoninës gëlinës ir suolai pastatyti ant ðaligatvio.','','2017-10-19','04:30'
3,'2017-10-19','07:00','Ukmergës 232','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-10-19','11:43'
4,'2017-10-19','07:02','Geleþinio vilko 6','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Yra duobës ,bet neavarinës.','','2017-10-19','12:20'
5,'2017-10-19','07:04','Goðtauto 12','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Átrûkimai asfalte.','','2017-10-19','10:10'
6,'2017-10-19','07:15','Tuskulënø 41','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Vyksta statybos darbai.','','2017-10-19','16:25'
7,'2017-10-19','07:17','Vaidilutës','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Vyksta gatvës remonto darbai..','','2017-10-19','16:05'
8,'2017-10-19','07:20','Antakalnio 22 A','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Neavarinë duobë.','','2017-10-19','15:16'
9,'2017-10-19','07:22','Paco M. 1','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Asfalte prie ðaligatvio borto nedidelis ádubimas.','','2017-10-19','15:13'
10,'2017-10-19','07:25','Kareiviø 14','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-10-19','16:10'
11,'2017-10-19','08:02','Ðkirpos al. tarp Vilnelës ir teniso kortø','el.paðtas Pakalniðkytë','Atsivërë ertmë ','LN tarnyba R.Zaborovskis 865021570 áraðas þurnale.','Rita Zarauskienë','Informacija perduota .Darbus atlieka "Plungës Lagûna "','','2017-10-19',''
12,'2017-10-19','08:02','Karaliauèiaus 6','el.paðtas Karèiauskienë','Duobë vaþ.dalyje.','','Rita Zarauskienë','Duobë uþpilta laikinai frezuotu asfaltu ( 0,1 m3 )','Alsfalbetinis frezuotas (.1 M3)','2017-10-19','10:10'
13,'2017-10-19','08:02','Senosios Pilaitës kelias','el.paðtas Karèiauskienë','Duobës vaþ.dalyje.','','Rita Zarauskienë','4.3 Duobë- laikinai uþpilta frezuotu asfaltu (0,2 m³) .','Alsfalbetinis frezuotas (.2 M3)','2017-10-19','10:15'
14,'2017-10-19','08:45','Polocko 20','BPC','Vaþ.dalyje pripilta þemiø.','','Rita Zarauskienë','Vyksta kasinëjimo darbai.','','2017-10-19','09:20'
15,'2017-10-19','08:53','Bukèiø 49','el.paðtas Suveizdis','Kieme sulauþytas ðulinio dangtis.','','Rita Zarauskienë','Ðulinys uþdengtas nauju g/b dangèiu.','Dangèiai ðuliniø ÐD7F (1 VNT)','2017-10-19','10:40'
16,'2017-10-19','09:00','Vytenio 10','Saulius','Vaþ.dalyje bilda ðuliniai.','VV avarinë 861611256','Rita Zarauskienë','Informacija perduota.','','2017-10-19','08:40'
17,'2017-10-19','09:15','Parko nuo 33 iki 57 namo','Svetlana','Duobës vaþ.dalyje.','danguolë baltruðaitienë@vilnius.lt','Rita Zarauskienë','Informacija perduota.','','',''
18,'2017-10-19','09:15','Strielèiukø','BPC','Duobës vaþ.dalyje.','Olga Lapinskienë@vilnius.lt','Rita Zarauskienë','Informacija perduota.Reikia greideriavimo darbø.','','',''
19,'2017-10-19','09:29','Rimðos P. ties 8 namu','el.paðtas Baltruðaitienë','vaþ.dalyje igriûva.','','Rita Zarauskienë','Darbai atlikti pavasará praneðë "Vladimiras Leonovas "869823493.','','2017-10-19','11:25'
20,'2017-10-19','09:29','Kudirkos a. 9','el.paðtas Ðakalys','Áduba asfalte netoli perëjos prie Vokietijos ambasados.','','Rita Zarauskienë','Darbai atlikti,uþasfaltuota.','','2017-10-19','10:57'
21,'2017-10-19','09:30','Upës prieð Pedagoginá','Paulius ','Formuojasi ágriûva prie LN ðulinio.','LN tarnyba R.Zaborovskis 865021570  áraðas þurnale.','Rita Zarauskienë','Informacija perduota.','','',''
22,'2017-10-19','10:20','Uosiø ties 19 ir 23 namu','Rinkevièius','Duobës vaþ.dalyje.','','Rita Zarauskienë','Duobës uþpiltos laikinai frezuotu asfaltu  ( 0,2 m3 ).Reikia asfaltuoti visà gatvæ.','Alsfalbetinis frezuotas (.2 M3)','2017-10-19','11:55'
23,'2017-10-19','10:30',' Grûdø Sodø 6 oji-4','Burþinskaja','Sudûþæs termometras.','','Rita Zarauskienë','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2017-10-19','20:15'
24,'2017-10-19','11:00','Miglos 1 A','Nerijus','Prie LN ðulinio ágriûva.','LN tarnyba R.Zaborovskis 865021570 áraðas þurnale.','Rita Zarauskienë','Informacija perduota.','','',''
25,'2017-10-19','11:00','Ateities 1-17','Darius','Sudûþæs termometras.','','Rita Zarauskienë','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2017-10-19','11:30'
26,'2017-10-19','11:25','Rimðos P. sankryþa','Ekipaþui pravaþiuojant','duobë sankryþoje.','','Rita Zarauskienë','4.3 Duobë-ágriuva laikinai uþpilta frezuotu asfaltu (0,1m³) .','Alsfalbetinis frezuotas (.1 M3)','2017-10-19','11:30'
27,'2017-10-19','13:00','Smëlio 4','Nijolë','Prasëdæs FK ðulinys.','VV avarinë 861611256','Rita Zarauskienë','Informacija perduota.','','2017-10-19','23:20'
28,'2017-10-19','13:10','Tumëno A. 3','BPC -Aplinkosauga','Automobiliø aikðtelëje ið automob.laða tepalai.','','Rita Zarauskienë','Tepalai neutralizuoti panaudojant (10 kg. ) sauso sorbento.','Absorbentas birus universalus UEDX020 (10 KG)','2017-10-19','15:00'
29,'2017-10-19','13:45','Tûkstantmeèio ant viaduko link  Kauno','BPC','Vaþ.dalyje atviras ðulinys.,sulûþæs LN dangtis.','R.Zaborovskis 865021570 ','Rita Zarauskienë','Pastatytos 3 gairës vaþ.dalyje.Informacija perduota.','','2017-10-19',''
30,'2017-10-19','14:05','Vaidilutës Þirmûnø 2 pliaþ.auto þiede','Viktorija','Uþsikimðæ LN ðuliniai.','LN tarnyba R.Zaborovskis 865021570 áraðas þurnale.','Rita Zarauskienë','Informacija perduota.','','',''
31,'2017-10-19','14:10','Ðilo 23','Violeta','Bilda ðulinio dangtis.',', LN tarnyba R.Zaborovskis 865021570 áraðas þurnale.','Rita Zarauskienë','Informacija perduota.','','2017-10-19','15:50'
32,'2017-10-19','14:30','Poðkos D. 18','Savivaldybë Giedrë','Kieme nuvirtæs medis.','UAB Stebulë,E.Jokubauskas','Rita Zarauskienë','Informacija perduota.','','',''
33,'2017-10-19','15:05','Gedimino kalnas','Suveizdis','Tvoreliø pastatymas prie Gedimino kalno.','','Rita Zarauskienë',',Apsaginës tvorelës pastatytos prie Gedimino kalno pesèiøjø saugumui,pastatyta 18 tvoreliø.','','2017-10-19','20:25'
34,'2017-10-19','15:10','Pajautos 1 link baþnyèios','Erika ','Skiriamojoje juostoje iðplëðta 2 sekcijos tvoros segmento.','','Rita Zarauskienë','Laikinai atstatytos 2 sekcijos tvoros.','','2017-10-19','17:20'
35,'2017-10-19','16:00','Virðuliðkiø Uþ Sugicharos','el.paðtas Steponavièius','Medis ant elektros laidø.','UAB "Stebulë ",E.Jokubauskas,LESTO 1802','Rita Zarauskienë','Informacija perduota.','','',''
36,'2017-10-19','17:15','Ðeðkinës 11','BPC','Negyvas ðuo vaþ.dalyje.','','Rita Zarauskienë','Ðuns gaiðena nerasta ðiuo adresu..','','2017-10-19','18:50'
37,'2017-10-19','17:35','Latviø 16 A','BPC','Negyvas ðuo vaþ.dalyje.','','Rita Zarauskienë','Negyvas ðuo perduotas BGKT tarnybai.','Pirðtinës vienkartinës (2 VNT)','2017-10-19','17:55'
38,'2017-10-19','18:25','Latviø tarp 50 ir 52','Rasa','Prie þaidimø aikðtelës  álûþusios LN ðulinio grotelës.','LN tarnyba R.zaborovskis 865021570','Rita Zarauskienë','Informacija perduota.','','',''
39,'2017-10-19','19:00','Gedimino pr. aikðtë','Budinèio ekipaþo apvaþiavimas','Betoniniø gëliniø ir suolø apribojanèiøper prospektà transporto eismà ,pastatymas.','','Rita Zarauskienë','Betoninës gëlinës ir suolaipastatyti pagal schemà.','','2017-10-19','20:00'
40,'2017-10-19','19:18','Mokslininkø 9 A','Policija','Iðsiliejæ tepalai vaþ.dalyje,slidu.','','Rita Zarauskienë','5.1 Surinkta ir iðveþta, tepalas neutralizuotas panaudojant sausà (6 kg ) sorbentà. Vieta po auto ávykio sutvarkyta.','Absorbentas birus universalus UEDX020 (6 KG)','2017-10-19','21:00'
41,'2017-10-19','19:20','Baldþio tarp 35 ir 39 namo','BPC','Duobës vaþ.dalyje.','','Rita Zarauskienë','4.3 Duobës laikinai uþpiltos  frezuotu asfaltu (0,4 m³) .','Alsfalbetinis frezuotas (.4 M3)','2017-10-19','22:10'
42,'2017-10-19','20:25','Paribio nuo centro','Policija','Auto ávykis.','','Rita Zarauskienë','5.1 Surinkta ir iðveþta, tepalas neutralizuotas panaudojant sausà (5 kg ) sorbentà.Vieta iðvalyta,dûþenos ir stiklai surinkta ir iðveþta.','Absorbentas birus universalus UEDX020 (5 KG)','2017-10-19','21:20'
43,'2017-10-19','23:20','Geleþinio vilko','BPC','Lapë negyva','','Rita Zarauskienë','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Pirðtinës vienkartinës (4 VNT)','2017-10-19','23:55'
44,'2017-10-19','23:22','Juozapavièiaus A. link Mindaugo tilto','BPC','Auto ávykis.','','Rita Zarauskienë','5.1 Surinkta ir iðveþta, tepalas neutralizuotas panaudojant sausà (15 .kg ) ','Absorbentas birus universalus UEDX020 (15 KG)','2017-10-19','00:30'
