'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-11-23','03:45','Gedimino pr.','(Budinèiu ekipaþu apvaþiuojant)','Gëliniø ir suolø ant ðaligatvio pastatymas.','','Aleksandr Þuromskij','Gëlinës ir suolai pastatyti ant ðaligatvio, transporto eismas per prospektà paleistas.','','2017-11-23',''
2,'2017-11-23','07:05','Zujûnø g. ','Aplinkosauga','Vaþ. dalyje suþaluota stirna.','','Aleksandr Þuromskij','2.1 Suþaluota stirna perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','','2017-11-23','08:55'
3,'2017-11-23','07:25','Ukmergës 140 vaþ. miesto link','VPK','Vaþ. dalyje plastmasinës duþenos.','','Aleksandr Þuromskij','5.2 Vieta po autoávykio sutvarkyta.','','2017-11-23','09:05'
4,'2017-11-23','07:40','Krivicko Br. 30','BPC','Vaþ. dalyje suþaluota stirna.','BGKT 865257707','Aleksandr Þuromskij','12.1 Informacija perduota (suþaluota stirna).','','',''
5,'2017-11-23','08:15','Batoro nuo Belmonto g.','WAZE','Gatvës vaþ. dalyje duobë.','','Aleksandr Þuromskij','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-11-23','11:05'
6,'2017-11-23','08:25','Gabijos','WAZE','Gatvës vaþ. dalyje duobë.','','Aleksandr Þuromskij','4.6 Nurodytu adresu vyksta kelio remonto darbai.','','2017-11-23','10:25'
7,'2017-11-23','09:30','Asanavièiûtës 15','Karolina','Vaþ. dalyje uþsikimðæs lietaus nuotekø ðulinys.','','Aleksandr Þuromskij','12.3 Lietaus vandens gatvëje/kieme nuleidimas (LN trapo grotelës nuvalytos nuo sausø lapø).','','','10:10'
8,'2017-11-23','10:20','Ðaltupio 3','(Pastebëta pravaþiuojant)','Vaþ. dalyje palstmasinio posparnio duþenos.','','Aleksandr Þuromskij','12.4 Avarinës vietos sutvarkymas (plastmasinës duþenos surinktos ir iðveþtos).','','2017-11-23','10:25'
9,'2017-11-23','10:30','Ukmergës 200-91','Valentina','Termometras su gyvsidabriu.','','Aleksandr Þuromskij','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2017-11-23','11:15'
10,'2017-11-23','10:40','Minties 42','(Pastebëta pravaþiuojant)','Vaþ. dalyje padanga.','','Aleksandr Þuromskij','Padanga paimta ir iðveþta.','','2017-11-23','10:45'
11,'2017-11-23','10:50','Taikos 16','Vytautas','Þal. vejoje praviras ðulinys.','','Aleksandr Þuromskij','7.4 LN tinklø ðulinys uþdengtas tuo paèiu dangèiu.','','2017-11-23','11:15'
12,'2017-11-23','11:20','Oslo','v.suveizdis@grinda.lt','Þal. vejoje netvarkingas ðulinys.','LN tarnyba, R.Zaborovskis, 865021570','Aleksandr Þuromskij','7.1 LN tinklø ðulinys þaliosios vejos zonoje uþdengtas nauju g/b dangèiu. reikalingas ðulinio remontas. Áraðas þurnale.','Dangèiai ðuliniø ÐD7F (1 VNT)','','12:10'
13,'2017-11-23','11:35','Verkiø 77','BPC','Vaþ. dalyje didelë duobë.','UAB ,,Lemminkainen Lietuva"','Aleksandr Þuromskij','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,3 m³). Informacija perduota.','Alsfalbetinis frezuotas (.3 M3)','',''
14,'2017-11-23','11:40','Kalvarijø 18','(Budinèiu ekipaþu apvaþiuojant)','Laikinai pastatytø kelio þenklø patikrinimas (þiûtrëti ataskaitoje ','','Aleksandr Þuromskij','12.2 Laikinøjø þenklø patikrinimas (remonto darbai atlikti, vertikali gairë paimta).','','2017-11-23','11:40'
15,'2017-11-23','11:45','Rinktinës 42','(Budinèiu ekipaþu apvaþiuojant)','Laikinai pastatytø kelio þenklø patikrinimas (þiûrëti ataskaitoje 2017.08.10)','UAB ,,Mano bûstas" 870055966','Aleksandr Þuromskij','12.2 Laikinøjø þenklø patikrinimas (remonto darbai neatlikti, vertikali gairë palikta). Informacija perduota.','','',''
16,'2017-11-23','11:55','Þaliøjø eþerø sankrþ.','(Pastebëta pravaþiuojant)','Vaþ. dalyje sausas kelmas.','','Aleksandr Þuromskij','10.1 Paimtas ir iðveþtas. ','','2017-11-23','12:00'
17,'2017-11-23','13:15','Miðkiniø 3 link ,,Parodø centro"','V. Jackevièius','Vaþ. dalyje prie FN ðulinio apie 10cm skylë.','VV avarinë,  861611256','Aleksandr Þuromskij','12.1 Informacija perduota (skylë prie FN ðulinio).','','',''
18,'2017-11-23','13:20','Katedros a.','paulius@vilniuskc.lt','Kalëdø eglutës montavimo vietos aptverimui pristatyti (100vnt.) metaliniø tvoreliø. ','paulius@vilnius.ltkc.lt','Aleksandr Þuromskij','Nurodytu adresu nuveþta ir pastatyta pagal schemà (104 vnt.) metaliniø tvoreliø. Papildomai (2,5val.) dirbo: penki kelio darbininkai, automobilis MAN - valst. nr. CBC 511 ir automobilis VW - valst. nr. KVL 835. Informacija perduota.','','2017-11-23','15:50'
19,'2017-11-23','13:30','Rotuðës a.','paulius@vilniuskc.lt',',,Kalëdos sostinëje" renginiui papildomai pristatyti (10 vnt.) metaliniø tvoreliø.','paulius@vilniuskc.lt','Aleksandr Þuromskij','Nurodytu adresu nuveþtos ir pastatytos (10vnt.) metaliniø tvoreliø. Informacija perduota.','','2017-11-23',''
20,'2017-11-23','14:50','Ðatrijos Raganos sankrþ.','Dovile.Ibianskaite@vilnius.lt','Vaþ. dalyje nesutvarkyti kanalizacijos ðuliniai.','UAB ,,Lemminkainen Lietuva"','Aleksandr Þuromskij','12.1 Informacija perduota ( ðuliniai patikrinti - tvarkingi). Ðatrijos Raganos g. 56 vaþ. dalyje formuojasi duobës.','','2017-11-23','19:55'
21,'2017-11-23','15:10','Kirtimø nuo Fermentø þiedo','jurgita.palioniene@vilnius.lt','Vaþ. dalyje formuojasi avarinë duobë.','jurgita.palioniene@vilnius.lt','Aleksandr Þuromskij','12.1 Informacija perduota (nurodytu adresu besiformuojanèia avarinë duobë aptikta jau sutvarkyta).','','2017-11-23','19:35'
