'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-05-30','07:59','Tûkstantmeèio','','Negyvas gyvûnas vaþ. dalyje.','','Konstantin Skaiva','2.2 Gyvûno gaiðena nerasta.','','2017-05-30','08:22'
2,'2017-05-30','08:23','Salininkø Prie ,,Maxima parduotuvës"','VPK','Numuðtas laikinasis kelio þenklas.','','Konstantin Skaiva','Verikali gairë pastatyta á vietà.','','2017-05-30','08:38'
3,'2017-05-30','08:39','Kenos 6','','Þenklø patikrinimas.','','Konstantin Skaiva','Darbai neatlikti.','','2017-05-30','08:52'
4,'2017-05-30','08:45','Þirniø 62','','','','Konstantin Skaiva','5.2 Vieta po autoávykio sutvarkyta.','','2017-05-30','09:12'
5,'2017-05-30','08:53','Filaretø','','Þenklø patikrinimas.','','Konstantin Skaiva','Darbai atlikti. Þenklas paimtas.','','2017-05-30','09:06'
6,'2017-05-30','09:07','Þirmûnø 88','','Þenklø patikrinimas.','','Konstantin Skaiva','Darbai neatlikti.','','2017-05-30','09:31'
7,'2017-05-30','09:10','Molëtø pl. 8','BPC','Negyva stirna vaþ. dalyje.','','Konstantin Skaiva','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','','2017-05-30','09:45'
8,'2017-05-30','09:38','Kæstuèio 65','','Ágriuvæs trapas ávaþiavime á parkingà.','LN, Zabarovskis 865021570','Konstantin Skaiva','Avarinës situacijos nëra, bet reikalingi remonto darbai. Áraðas þurnale.','','2017-05-30','10:33'
9,'2017-05-30','09:40','Fizikø 63','WAZE','Avarinë duobë','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-05-30','09:50'
10,'2017-05-30','09:51','Gabijos 27','WAZE','Avarinë duobë.','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-05-30','10:07'
11,'2017-05-30','09:56','Pilies 17','','Termometras su gyvsidabriu.','','Konstantin Skaiva','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2017-05-30','11:47'
12,'2017-05-30','10:19','Antakalnio 44-8','','Termometras su gyvsidabriu.','','Konstantin Skaiva','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2017-05-23','12:29'
13,'2017-05-30','10:30','Verkiø 35A','WAZE','Avarinë duobë vaþ. dalyje.','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-05-30','10:58'
14,'2017-05-30','10:32','Janionio 41','Zubkus','Avarinë duobë vaþ. dalyje.','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-05-30','14:26'
15,'2017-05-30','10:34','Verkiø 23','WAZE','Avarinë duobë vaþ. dalyje.','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-05-30','11:06'
16,'2017-05-30','10:44','Motorø 14','','Avarinës duobës vaþ. dalyje.','','Konstantin Skaiva','4.1 3 Avarinës duobës laikinai uþpiltos skaldos/smëlio miðiniu (0,2 m³) (120/60/12, 110/60/10, 130/70/11cm)','','2017-05-30','15:09'
17,'2017-05-30','11:05','Minties 54,56','WAZE','Avarinë duobë vaþ. dalyje.','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-05-30','11:10'
18,'2017-05-30','11:10','Paco M. 3A','WAZE','Avarinë duobë vaþ. dalyje.','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-05-30','11:17'
19,'2017-05-30','11:18','Savanoriø 65','WAZE','Avarinë duobë vaþ. dalyje.','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-05-30','12:01'
20,'2017-05-30','12:06','Savanoriø 36-40','Juknevièienë','Ágriuva kieme.','LN Zabarovskis','Konstantin Skaiva','4.4 Ágriuva susiformavusi dël poþeminiø komunikacijø gedimo, LN ðulinys. Informacija perduota atsakingiems asmenims, pastatyta tvorelë/vertikali gairë, aptverta „Stop“ juosta.','','2017-05-30','13:59'
