'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2018-07-02','07:02','Þvëryno tiltas','eduardas.garbovskis@vilnius.lt','Paimti metalines tvoreles','','Laima Ðeibokienë','Paimta 16 vnt.tvoreliø ir 2 gairës','','2018-07-02','07:46'
2,'2018-07-02','07:54','Basanavièiaus 53','','Kieme nulûþæs medis','info@stebule.lt','Laima Ðeibokienë','6.3 Informacija perduota','','2018-07-02','08:14'
3,'2018-07-02','09:27','Vaidilutës','','Nulûþæs medis','info@stebule.lt','Laima Ðeibokienë','6.1 Medis supjaustytas, patrauktas á kelkraðtá ir paruoðtas iðveþimui, vieta iðvalyta;Liko pavojingai pasviræs medis,informacija perduota','','2018-07-02','10:22'
4,'2018-07-02','10:00','Ozo 12a','','Pilni LN ðuliniai','LN tarnyba','Laima Ðeibokienë','12.1 Informacija perduota ','','2018-07-02','10:30'
5,'2018-07-02','10:48','Ðeðkinës 21','','Paimti buitiná termometrà','','Laima Ðeibokienë','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-07-02','11:03'
6,'2018-07-02','11:48','Raugyklos','','Bilda 2 ðuliniø dangèiai','dispecerine@vv.lt','Laima Ðeibokienë',',ðuliniø dangèiai laikinai sutvarkyti','','2018-07-02','12:29'
7,'2018-07-02','11:57','Vaduvos 32','','Ágriuva prie ðulinio','dispecerine@vv.lt','Laima Ðeibokienë','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ,informacija perduota','Alsfalbetinis frezuotas (.2 M3)','2018-07-02','13:03'
8,'2018-07-02','12:25','Ðventaragio','','Vietos lauþui paruoðimas','','Laima Ðeibokienë','Lauþavietë paruoðta','','2018-07-02','16:34'
9,'2018-07-02','13:15','Konstitucijos pr. 8a','','Sulûþæs medis prie parkingo','info@stebule.lt','Laima Ðeibokienë','6.3 Informacija perduota','','2018-07-02','00:00'
10,'2018-07-02','13:52','Kanto  I. al.  27','','Vaþ.dalyje duobë','aurimas.kalasauskas@yit.lt','Laima Ðeibokienë','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,1 m³) Informacija perduota','Alsfalbetinis frezuotas (.1 M3)','2018-07-02','14:24'
11,'2018-07-02','13:56','Anykðèiø 26','','Paimti buitiná termometrà','','Laima Ðeibokienë','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','',''
12,'2018-07-02','16:24','Stikliø 6','','Ant namo nuvirtæs medis','info@stebule.lt','Laima Ðeibokienë','Medis perpjautas,patrauktas nuo namo','','2018-07-02','17:22'
13,'2018-07-02','17:47','Gabijos 81','','Ágriuva prie ðulinio','','Laima Ðeibokienë','Stovi VV tvorelë,ruoðiamasi remontui','','2018-07-02','20:13'
14,'2018-07-02','18:46','L. Giros 94','','Paimti buitiná termometrà','','Laima Ðeibokienë','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-07-03','19:58'
15,'2018-07-02','18:50','Gedimino pr.','','Uþtverti Gedimino pr.','','Laima Ðeibokienë','Gatvë uþtverta','','2018-07-02','19:10'
