'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2018-06-07',,'Gabijos 51','Rytis','Ágriuva prie ðulinio','Dispeèerinë @vv.lt',' ','Pastatyta tvorelë prie FK ðulinio,praneðta VV.','','2018-06-07','08:11'
2,'2018-06-07','00:20','Geleþinio vilko','Renatas','Sankirtoje mëtosi ðiukðlës','',' ','10.1 Paimta ir iðveþta. ','','2018-06-07','00:55'
3,'2018-06-07','04:00','Gedimino pr.','VMSA','Atidaryti gatvæ','',' ','Gatvë atidaryta','','2018-06-07','04:15'
4,'2018-06-07','07:39','Kalvarijø 150','','Þenklø patikrinimas','',' ','Darbai atlikti,tvorelë paimta','','2018-06-07','08:44'
5,'2018-06-07','07:52','L. Giros 86','','Þenklø patikrinimas','',' ','Darbai atlikti,tvorelë paimta','','2018-06-07','08:24'
6,'2018-06-07','08:02','Kuro','BPC','Atviras lietaus ðulinys','',' ','7.4 Ðulinys uþdengtas tuo paèiu dangèiu.','','2018-06-07','09:31'
7,'2018-06-07','08:20','Ðermukðniø','el.paðtas','Ðaligatvio plytelës pakilusios','v.kastunovic@grinda.lt',' ','12.1 Informacija perduota ','','2018-06-07',''
8,'2018-06-07','09:01','Simonaitytës I.','R.Karèiauskienë','Atviras ðulinys','',' ','Þalioje vejoje neaiðkios kilmës ðulinys uþpiltas.','','2018-06-07','10:36'
9,'2018-06-07','09:09','Gabijos 51','Rytis','Ágriuva prie transformatorinës','info@eso.lt',' ','Pastatyta tvorelë,informacija perduota.','','2018-06-07','09:12'
10,'2018-06-07','09:15','Mokyklos Grigiðkës 4a','VPK','Nenustatytos kilmës indas su skysèiu','',' ','Indas su skysèiu paimtas ir iðveþtas.','','2018-06-07','09:38'
