'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-07-05','02:28','Liepkalnio','BPC','Negyva stirna.','','Konstantin Skaiva','2.2 Gyvûno gaiðena nerasta.','','2017-07-05','02:48'
2,'2017-07-05','04:02','Geleþinio vilko','VPK','Negyva stirna.','','Konstantin Skaiva','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','','2017-07-05','04:24'
3,'2017-07-05','04:53','Geleþinio vilko','VPK','Sulauþytas g/b dangtis þalioje vejoje.','LN Zabarovskis','Konstantin Skaiva','Ágriuvusios ðaligatvio plytelës. Praeina LN linija. Pastatyta tvorelë.','','',''
4,'2017-07-05','07:30','Stanevièiaus S. 21','Janonienë','Ágriuva prie ðulinio. ','VV 861611256','Konstantin Skaiva','4.4 Ágriuva prie FN ðulinio susiformavusi dël poþeminiø komunikacijø gedimo, informacija perduota atsakingiems asmenims, pastatyta tvorelë.','','2017-07-05','11:19'
5,'2017-07-05','07:41','Þaliøjø eþerø 5','','Tepalai vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Tepalai iðvalyti. Sunaudota 10kg. sauso sorbento.','Absorbentas birus universalus UEDX020 (10 KG)','2017-07-05','10:20'
6,'2017-07-05','08:04','Stanevièiaus S.','','Formuojasi ágriuva vaþ. dalyje.','VV 861611256','Konstantin Skaiva','4.4 Formuojas ágriuva virð FN linijos, þenklo nestatëme, nes avarinës situacijos nëra. Informacija perduota.','','',''
7,'2017-07-05','08:11','Rasø 47','Agnë','Duobë vaþiuojamoje gatvës dalyje.','','Konstantin Skaiva','Iðkasa, paruoðta asfaltavimui. Po lietaus iðplovë gruntà. Duobë uþtaisyta tuo paèiu giðplautu gruntu.','','2017-07-05','08:48'
8,'2017-07-05','08:25','Kosciuðkos T. 19','WAZE','Avarinë duobë vaþ. dalyje.','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-07-05','08:59'
9,'2017-07-05','08:26','Gynëjø 2,4','Zabarovskis','Uþsikimðusi FN linija.','VV 861611256','Konstantin Skaiva','Informacija perduota.','','',''
10,'2017-07-05','08:30','Barèiø 6','','Laikinøjø þenklø patikrinimas. Áraðas 2017.06.23d.','','Konstantin Skaiva','12.2 Laikinøjø þenklø patikrinimas. Darbai neatlikti.','','2017-07-05','08:51'
11,'2017-07-05','08:30','Salininkø Prie ,,Maximos"','','Laikinøjø þenklø patikrinimas. Áraðas 2017.05.22d.','','Konstantin Skaiva','12.2 Laikinøjø þenklø patikrinimas. Darbai neatlikti.','','','08:53'
