'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-09-10','03:45','Savièiaus','E. Garbovskis','Eismo atidarymas','','Darijuð Ceiko','Eismas atidarytas','','2017-09-10','04:00'
2,'2017-09-10','08:43','Savanoriø (á kalnà) [2017.08.12 áraðas]','','Iðplova kelkraðtyje','','Darijuð Ceiko','12.2 Laikinøjø þenklø patikrinimas. Remonto darbai atlikti.','','2017-09-10','08:46'
3,'2017-09-10','08:50','Eiguliø','WAZE ataskaita','Duobë vaþiuojamoje gatvës dalyje','','Darijuð Ceiko','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-10','08:53'
4,'2017-09-10','08:50','Geleþinio vilko / Pietario g. [2017.09.06 áraðas]','','LN trapas apvalus nesilaiko korpuse','','Darijuð Ceiko','12.2 Laikinøjø þenklø patikrinimas. Remonto darbai atlikti.','','2017-09-10','08:53'
5,'2017-09-10','09:03','Donelaièio','WAZE ataskaita','Duobë vaþiuojamoje gatvës dalyje','','Darijuð Ceiko','Patikrinta. Vyksta kelio dangos remonto darbai.','','2017-09-10','09:06'
6,'2017-09-10','09:07','Puðø 6 [2017.07.17 áraðas]','','Smegduobë virð ðilumos tinklø þaliosios vejos zonoje','UAB „GRINDA“  v.kastunovic@grinda.lt','Darijuð Ceiko','12.2 Laikinøjø þenklø patikrinimas. Remonto darbai neatlikti.','','2017-09-10','09:10'
7,'2017-09-10','09:14','Gelvonø','WAZE ataskaita','Duobë vaþiuojamoje gatvës dalyje','','Darijuð Ceiko','Patikrinta. Vyksta kelio dangos remonto darbai.','','2017-09-10','09:17'
8,'2017-09-10','09:15','Geleþinio vilko / Kazlausko g.','','Negyvas eþiukas vaþiuojamoje gatvës dalyje [pastebëta vaþiuojant]','','Darijuð Ceiko','2.1 Eþiuko gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Maiðas ðiukðlëms 160L (1 VNT), Pirðtinës vienkartinës (2 VNT)','2017-09-10','09:27'
9,'2017-09-10','09:25','Geleþinio vilko (link centro)','WAZE ataskaita','Duobë vaþiuojamoje gatvës dalyje','','Darijuð Ceiko','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-10','09:28'
10,'2017-09-10','09:33','Bitininkø 2A [2017.08.09 áraðas]','','Smegduobë prie FN ðulinio vaþiuojamoje gatvës dalyje.','','Darijuð Ceiko','12.2 Laikinøjø þenklø patikrinimas. Remonto darbai neatlikti.','','2017-09-10','09:36'
