'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-08-21',,'Vokieèiø 16','','Juda akmeninis bordiûras.','','Laima Ðeibokienë','Pastatyta á vietà ir sutvirtinta.','','2017-08-21','16:32'
2,'2017-08-21','00:15','Vytauto 6','Jonas Januðkaitis','Paimti buitiná termometrà.','',' ','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2017-08-21','00:46'
3,'2017-08-21','07:20','Subaèiaus 12','','Laikinøjø þenklø patikrinimas','UAB"Mano bûstas"','Laima Ðeibokienë','Patikrinta.Darbai neatlikti.','','2017-08-21','09:20'
4,'2017-08-21','07:25','Kudirkos V. 18','','Laikinøjø þenklø patikrinimas.','','Laima Ðeibokienë','Darbai atlikti.','','2017-08-21','09:05'
5,'2017-08-21','07:30','Puðyno kelias 12','','Laikinøjø þenklø patikrinimas.','Lemminkainen Lietuva','Laima Ðeibokienë','Patikrinta.Darbai neatlikti.','','2017-08-21','09:54'
6,'2017-08-21','07:35','Savanoriø prie elektrinës','','Laikinøjø þenklø patikrinimas.','E.Jokubauskas','Laima Ðeibokienë','Patikrinta.Darbai neatlikti.','','2017-08-21','08:29'
7,'2017-08-21','07:40','Pylimo 29A','','Laikinøjø þenklø patikrinimas.','VV avarinë','Laima Ðeibokienë','Darbai neatlikti.Informacija perduota.','','2017-08-21','08:52'
8,'2017-08-21','08:23','Verkiø 47','VPK','Vaþ.dalyje nuvirtæs medis.','stebule@takas.lt, e.jokubauskas@grinda.lt','Laima Ðeibokienë','6.1 Medis supjaustytas, patrauktas á kelkraðtá ir paruoðtas iðveþimui, vieta iðvalyta;Informacija perduota.','','2017-08-21','08:56'
9,'2017-08-21','08:30','Vokieèiø 28','','Ágriuva prie trapo.','LN tarnyba R.Zaborovskis','Laima Ðeibokienë','Ágriuva prie LN trapo,pastatyta vertikali gairë.Informacija perduota.','','2017-08-21','10:06'
10,'2017-08-21','08:30','Vokieèiø 6','','Prie namo  vaþ.dalyje iðardytas grindinys.','Alvydas Pyragis tel.:869859548','Laima Ðeibokienë','Nepabaigti darbai.Dirbo AB Vilniaus ðilumos tinklai','','2017-08-21',''
11,'2017-08-21','09:15','Filaretø 46','','smegduobë prie ðulinio.','','Laima Ðeibokienë','Patikrinta,vyksta paruoðiamieji darbai.','','2017-08-21','09:30'
12,'2017-08-21','10:10','Gerviðkiø 24 ir 36','','Palinkæs medis á vaþiuojamà dalá.Trugdo dideliø automobiliø eismui.','e.jokubauskas@grinda.lt, stebule@takas.lt','Laima Ðeibokienë','Informacija perduota.','','2017-08-21','10:31'
13,'2017-08-21','11:03','Èiurlionio M.K. 9','','Vaþ.dalyje atsivërë smegduobë.','VV avarinë,disp.Antanas 861611256','Laima Ðeibokienë','Smegduobë aptverta .2 tvorelës,STOP juosta,vertikali gairë.','','2017-08-21','13:08'
14,'2017-08-21','11:15','Ozo 26','Aidas','Uþsikimðæs LN trapas.','LN tarnyba R.Zaborovskis','Laima Ðeibokienë','Informacija perduota.','','',''
15,'2017-08-21','11:56','Lazdynëliø','Autobusø parkas,mechanikas','Álaipinimo stotelëje ádubimai,laikosi vanduo.','Lemminkainen Lietuva','Laima Ðeibokienë','Informacija perduota.','','',''
16,'2017-08-21','11:58','Lvovo 13','','Per trapo groteles ákrito raktai.','','Laima Ðeibokienë','Raktai pasiekti.','','2017-08-21','13:25'
17,'2017-08-21','12:10','Ðevèenkos 16A','Evaldas','Kieme po lietaus pastoviai stovi vanduo.','gintautas.niaura@vilnius.lt','Laima Ðeibokienë','Visi ðuliniai tvarkingi.Informacija perduota.','','',''
18,'2017-08-21','12:52','Gedimino pr. 56B','Jolanta','Paimti buitiná termometrà.','','Laima Ðeibokienë','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2017-08-21','13:22'
19,'2017-08-21','13:04','Dvarèioniø 4','','Gatvës pradþioje pavojingai iðplautas kelkraðtis.','Lemminkainen Lietuva','Laima Ðeibokienë','Informacija perduota pakartotinai.','','',''
20,'2017-08-21','13:10','Ðviesos  Grigiðkës 9','Grigiðkiø seniûnijos specialistë','Ðaligatvyje prie FN ðulinio formuojasi ágriuva.','VV avarinë disp.Antanas 861611256','Laima Ðeibokienë','Informacija perduota.','','2017-08-21','15:53'
21,'2017-08-21','13:37','Architektø 17','el.paðtas','Ið þemës kyðo neaiðkios kilmës kabelis.','dispecerine@vgaet.lt','Laima Ðeibokienë','VGAET  patikrino ir uþkasë kabelá.(Ne jø)','','2017-08-21','16:30'
22,'2017-08-21','13:41','Taikos tarp 57ir 32','','Vaþ.dalyje bilda ðulinio dangtis.','','Laima Ðeibokienë','Ðulinio dangtis pritvirtintas.','','2017-08-21','14:06'
23,'2017-08-21','14:01','Kuprijoniðkiø 15','','Vaþ.dalyje duobës.Stovi gairë.','e.jokubauskas@grinda.lt','Laima Ðeibokienë','nformacija perduota.','','2017-08-21','14:35'
24,'2017-08-21','14:01','Kuprijoniðkiø 5','Pastebëta pravaþiuojant','Vaþ.dalyje duobë,stovi gairë.','e.jokubauskas@grinda.lt','Laima Ðeibokienë','Informacija perduota.','','2017-08-21','14:42'
25,'2017-08-21','14:11','Totoriø 3','el.paðtas','Ádubimai vaþ.dalyje.','e.jokubauskas@grinda.lt','Laima Ðeibokienë','Informacija perduota.','','',''
26,'2017-08-21','14:13','Þemaitës 21','el.paðtas','Ties pastatu atsivërusi smegduobë.Stovi VV gairë.','VV avarinë 861611256','Laima Ðeibokienë','Informacija perduota.','','2017-08-21','14:50'
27,'2017-08-21','14:14','Rygos 41','Santa','Paimti buitiná termometrà.','','Laima Ðeibokienë','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2017-08-21','15:15'
28,'2017-08-21','14:15','Kavoliuko A.P. 30','El.paðtas','Atviras ðulinys.','','Laima Ðeibokienë','Paruoðta asfaltavimui.','','2017-08-21','16:16'
29,'2017-08-21','14:30','Basanavièiaus','V.Suveizdis','Duobë tarp asfalto ir trinkeliø dangos.','VV avarinë 861611256','Laima Ðeibokienë','Stovi VV gairë.Informacija perduota.','','2017-08-21','15:14'
30,'2017-08-21','16:07','Vilkpëdës 6','','Prie sutvarkytos neseniai ágriuvos atsirado kita ágriuva.','e.jokubauskas@grinda.lt','Laima Ðeibokienë','Informacija perduota.','','2017-08-21','17:02'
31,'2017-08-21','16:22','Vinciûniðkiø','','Duobëta vaþ.dalis','Lemminkainen Lietuva','Laima Ðeibokienë','4.3 10 duobiø laikinai uþpilta frezuotu asfaltu (0,5 m³) ;Informacija perduota.','Alsfalbetinis frezuotas (.5 M3)','2017-08-21','18:40'
32,'2017-08-21','16:30','Vakarinis aplinkelis link Lazdynø','BPC','Vaþ.dalyje atviras ðulinys.','','Laima Ðeibokienë','7.4 Ðulinys uþdengtas tuo paèiu dangèiu.Pastatytos 2 vertikalios gairës.Ðulinys nestabilus.','','2017-08-21','16:50'
33,'2017-08-21','17:14','Pavilnio 4','','Vaþ.dalyje nuvirtæs medis.','e.jokubauskas@grinda.lt, stebule@takas.lt','Laima Ðeibokienë','6.1 Medis supjaustytas, patrauktas á kelkraðtá ir paruoðtas iðveþimui, vieta iðvalyta;','','2017-08-21','17:50'
34,'2017-08-21','17:58','Eiguliø 14','VPK','Ðukës po autoávykio vaþ.dalyje.','','Laima Ðeibokienë','5.1 Surinkta ir iðveþta, tepalas neutralizuotas panaudojant sausà (10 kg ) sorbentà, vieta iðvalyta;','Absorbentas birus universalus UEDX020 (10 KG)','2017-08-14','18:45'
35,'2017-08-21','18:33','Vakarinis aplinkelis','BPC','Iðmëtytos vertikalios gairës, kurios buvo pastatytos prie nestabilaus ðulinio.','','Laima Ðeibokienë','Gairës sustatytos á vietà.','','2017-08-21','18:55'
