'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2018-06-08','02:20','Kauno 36','VPK','Sudauþyti autobusø paviljono stiklai','Daraðkevièienë','Konstantin Skaiva','Duþenos surinktos','','',''
2,'2018-06-08','02:20','Vingio parkas','VPK','Daþais pripaiðyta nacictiniø lozungø ','Áraðas 2018.06.09 pamainai','Konstantin Skaiva','Reikalingas skiediklis. Kad nesimatytu, uþraðai uþpylti sausu sorbentu.','Absorbentas birus universalus UEDX020 (7 KG)','2018-06-08','03:23'
3,'2018-06-08','10:29','Ðviesos  Grigiðkës 5','Tvarkau ','Ágriuva kieme, prie ðiukðliø konteineriø','VV 861611256','Konstantin Skaiva','Stovi tvorelë. Fn tinklas. Áraðas2018.06.07d','','',''
4,'2018-06-08','10:30','Savanoriø 6A','Tvarkau','Ágriuva vaþ dalyje','Zabarovskis','Konstantin Skaiva','Prasëdæs LN trapas vaþ dalyje. ','','',''
5,'2018-06-08','10:31','Ðilo 60','Tvarkau ','Ágriuva prie ðulinio','VV 861611256','Konstantin Skaiva','VV ðulinys. Pastatyta gairë','','',''
6,'2018-06-08','10:33','Ozo 32','Tvarkau','Ágriuva kieme','Zabarovskis','Konstantin Skaiva','Prie LN trapo. Pastatyta tvorelë','','',''
7,'2018-06-08','10:35','Maþvydo','Tvarkau ','Ágriuva vaþ dalyje','','Konstantin Skaiva','Suremontuota','','2018-06-08','12:47'
8,'2018-06-08','10:36','Kaminkelio','Tvarkau','Avarinës duobës, ágriuva','Jokubauskas, VV 861611256','Konstantin Skaiva','9 duobës laikinai uþpiltos frez asfaltu. Kaminkelio/Þirniø g. sankryþa ágriuva prie VV ðulinio. Pastatyta gairë. 0,4m3 frez asfalto ','Alsfalbetinis frezuotas (.4 M3)','',''
9,'2018-06-08','10:37','Avietyno 30','Tvarkau','Avarinë duobë vaþ dalyje','D. Baltruðaitienë','Konstantin Skaiva','Informacija perduota','','',''
10,'2018-06-08','10:38','Lakðtingalø Uþ ,,Gilë" vaikø globos namø','Tvarkau','Avarinës duobës vaþ dalyje','Baltruðaitienë','Konstantin Skaiva','2 duobës 0,1m3 frez asfalto','Alsfalbetinis frezuotas (.1 M3)','',''
11,'2018-06-08','11:05','Eiðiðkiø pl. 25B','Tel','Ágriuva prie ðulinio automobiliø st aikðtelëje','VV 861611256','Konstantin Skaiva','Pastatyta tvorelë','','',''
12,'2018-06-08','11:13','Þaliøjø eþerø 13','Giedrius','Avarinë duobë vaþ dalyje','D. Baltruðaitienë','Konstantin Skaiva','2 duobës. 0,2m3 frez asfalto','Alsfalbetinis frezuotas (.2 M3)','',''
13,'2018-06-08','14:22','Graièiûno 22','Tel','Negyvas katinas','','Konstantin Skaiva','Nepastebëta','','2018-06-08','15:37'
14,'2018-06-08','14:24','Oginskio M.K. 19-19','Tel','Termometras','','Konstantin Skaiva','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-06-08','15:39'
15,'2018-06-08','14:57','Architektø 226','Tel','Termometras','','Konstantin Skaiva','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-06-08','15:17'
16,'2018-06-08','14:58','Erfurto 16','Miroslav','Smala automobiliø st aikðtelëje','','Konstantin Skaiva','Uþpylta smëliu','S.S.Smëlis fr.0/5 (.2 M3)','2018-06-08','15:40'
17,'2018-06-08','16:30','Liepsnos  2','Tel','Tepalai ','','Konstantin Skaiva','Iðvalyti','Absorbentas birus universalus UEDX020 (10 KG)','2018-06-08','17:38'
18,'2018-06-08','17:10','Ðirvio  P. 6-14','VPK','Paimti negyvà ðuná po gaisro','','Konstantin Skaiva','Butas uþrakintas, lauke ðuo nerastas','','2018-06-08','18:35'
19,'2018-06-08','18:00','Geleþinio vilko Nuo pedagoginio link tunelio','VPK','Autoávykis','','Konstantin Skaiva','5.2 Vieta po autoávykio sutvarkyta.','','2018-06-08','20:10'
20,'2018-06-08','18:05','Kapsø 28','VPK','Tepalai kieme BMW AEV745','','Konstantin Skaiva','Iðvalyti','Absorbentas birus universalus UEDX020 (3 KG)','2018-06-08','19:51'
21,'2018-06-08','18:40','Gedimino pr.','Garbovskis','Uþdaryti eismà','','Konstantin Skaiva','Eismas uþdarytas','','2018-06-08','19:11'
22,'2018-06-08','18:40','Geleþinkelio 16','VPK','Termometras','','Konstantin Skaiva','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-06-08','19:41'
23,'2018-06-08','19:05','Pilies','Garbovskis','Atstatyti gëlinæs, paimti tvorelæs','','Konstantin Skaiva','Gëlinës atstatytos, tvorelës paimtos','','2018-06-08','19:21'
24,'2018-06-08','20:01','Vokieèiø 4','BPC','Ágriuva vaþ dalyje ir prie ðaligatvio','Teresa.Karpovic@telia.lt','Konstantin Skaiva','Telia ðulinys, pastatytos 2 gairës','','',''
25,'2018-06-08','22:20','Tiðkevièiaus','VPK','Negyva stirna','','Konstantin Skaiva','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Pirðtinës vienkartinës nitrilinës (2 VNT), Maiðai ðiukðlems  (1 VNT)','2018-06-09','22:53'
