'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-09-15','07:15','Paparèiø 3','','Ágriuva prie VV ðulinio vaþ dalyje','VV 861611256','Konstantin Skaiva','12.1 Informacija perduota','','',''
2,'2017-09-15','07:20','Mënulio 8','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','10:43'
3,'2017-09-15','07:21','Talkos sodø 2-oji g. 11','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','15:39'
4,'2017-09-15','07:22','Parko 31A','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','14:55'
5,'2017-09-15','07:23','Visoriø sodø 14-oji 6','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta. Pora duobiø jau buvo uþpilta frezuotu asfaltu','','2017-09-15','10:06'
6,'2017-09-15','07:24','Marijampolës 9','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','09:19'
7,'2017-09-15','07:25','Bajorø sodø 1-oji 4','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','09:35'
8,'2017-09-15','07:26','Riovoniø 17','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','13:45'
9,'2017-09-15','07:27','Galvydþio 11A','WAZE','Avarinë duobë vaþ dalyje','VV 861611256','Konstantin Skaiva','Pastebëta ágriuva þalioje vejoje virð FN tinklø. Pastatyta tvorelë.','','',''
10,'2017-09-15','07:28','Ukmergës 234','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','11:28'
11,'2017-09-15','07:29','L. Giros 129','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','11:22'
12,'2017-09-15','07:30','Þadeikos 5','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','11:16'
13,'2017-09-15','07:31','Gabijos 13','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','11:00'
14,'2017-09-15','07:32','Þemynos 7','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','10:55'
15,'2017-09-15','07:33','Bajorø sodø 3-oji 1','WAZE','Avarinë duobë vaþ dalyje','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','',''
16,'2017-09-15','07:34','Ateities sodø 4-oji 7','WAZE','Avarinë duobë vaþ dalyje','e.jokubauskas@grinda.lt','Konstantin Skaiva','4.3 Duobë-ágriuva laikinai uþpilta frezuotu asfaltu (0,1m³) ','Alsfalbetinis frezuotas (.1 M3)','',''
17,'2017-09-15','07:35','Nemenèinës pl. 166','WAZE','Avarinë duobë vaþ dalyje','Leminkainen','Konstantin Skaiva','4.3 Duobë-ágriuva laikinai uþpilta frezuotu asfaltu (0,2 m³) ','Alsfalbetinis frezuotas (.2 M3)','',''
18,'2017-09-15','07:36','Mackaus A. 5','WAZE','Avarinë duobë vaþ dalyje','Leminkainen','Konstantin Skaiva','4.3 Duobë-ágriuva laikinai uþpilta frezuotu asfaltu (0,2 m³) (nurodomi preliminarûs duobës iðmatavimai);','Alsfalbetinis frezuotas (.2 M3)','',''
19,'2017-09-15','07:37','Laisvës  pr. 8','WAZE','Avarinë duobë vaþ dalyje','Leminkainen','Konstantin Skaiva','Daug duobiø, reikalingas remontas','','',''
20,'2017-09-15','07:47','Tyzenhauzø 14','Steponavièius','Ágriuva kieme virð ESO dujø tinklø.','','Konstantin Skaiva','Ágriuvos nepastebëta.','','2017-09-15','09:39'
21,'2017-09-15','08:30','Naugarduko 43','','Laikinøjø þenklø patikrinimas','','Konstantin Skaiva','12.2 Laikinøjø þenklø patikrinimas Darbai atlikti. Þenklas paimtas.','','2017-09-15','09:11'
22,'2017-09-15','08:31','Vytenio 47','','Laikinøjø þenklø patikrinimas','','Konstantin Skaiva','12.2 Laikinøjø þenklø patikrinimas Darbai neatlikti ','','2017-09-15','09:11'
23,'2017-09-15','08:39','Miglos 2','Steponavièius','Per maþas LN trapas, nespëja sugerti vandená.','LN Vaðkevièius 865099272','Konstantin Skaiva','12.1 Informacija perduota ','','',''
24,'2017-09-15','09:10','Visoriø 2','','Atviras ðulinys prie namo','','Konstantin Skaiva','7.7 FN ðulinys. Uþdengtas tuo paèiu dangèiu.','','2017-09-15','09:46'
25,'2017-09-15','09:38','Daugëliðkio  37','','Daug duobiø vaþ dalyje','e.jokubauskas@grinda.lt','Konstantin Skaiva','Senas asfaltas. Daug duobiø. reikalingi remonto darbai.','','',''
26,'2017-09-15','10:02','Ðilo','','Avarinë duobë vaþ dalyje.','','Konstantin Skaiva','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-09-15','14:13'
